id,created_date,updated_date,club_name,club_intro,club_profile_path,club_banner_path,status,member_id,club_info,club_main_category_id,club_region_id
560,57:10.0,30:11.0,사물놀이,문화·예술을(를) 좋아하는 사람들이 모인 사물놀이에 오신 것을 환영합니다.,,,1,4571,사물놀이 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,2,6
561,21:29.0,15:54.0,댄씨스타,댄씨스타는 취미을(를) 함께 즐기고 배우는 모임입니다.,,,1,5300,댄씨스타 모임은 취미에 대한 열정을 가진 사람들이 모이는 곳입니다.,1,11
562,29:49.0,17:33.0,퇴근하고 책 한잔,퇴근하고 책 한잔는 동네·또래을(를) 함께 즐기고 배우는 모임입니다.,,,1,1887,퇴근하고 책 한잔 모임에서는 동네·또래에 관한 다양한 주제로 활동을 합니다.,7,2
563,16:38.0,36:23.0,나를 위한 기록,취미을(를) 좋아하는 사람들이 모인 나를 위한 기록에 오신 것을 환영합니다.,,,1,5190,나를 위한 기록 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,1,7
564,37:58.0,15:11.0,S.T,S.T는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,,,1,3529,S.T 모임은 성장·자기개발에 대한 열정을 가진 사람들이 모이는 곳입니다.,6,4
565,26:09.0,52:36.0,인생 영화 다시보기,인생 영화 다시보기는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,,,1,8296,인생 영화 다시보기 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,2,6
566,59:37.0,53:07.0,나른한 오후,나른한 오후는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,,,1,5842,나른한 오후 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,2,2
567,33:48.0,05:25.0,유혹하는 글쓰기,유혹하는 글쓰기는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,,,1,8376,유혹하는 글쓰기 모임은 성장·자기개발에 대한 열정을 가진 사람들이 모이는 곳입니다.,6,10
568,16:28.0,11:16.0,아름다운 동행,"이 모임, 아름다운 동행는 여행·동행에 흥미를 가진 분들이 모이는 곳입니다.",,,1,442,아름다운 동행 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,5,13
569,43:28.0,15:50.0,기타홀릭,기타홀릭는 취미 관련 다양한 활동을 함께하는 모임입니다.,,,1,4522,취미 관련 정보를 교환하고 함께 성장하는 기타홀릭 모임입니다.,1,12
570,15:40.0,23:42.0,쿠킹 포레스트,"이 모임, 쿠킹 포레스트는 푸드·드링크에 흥미를 가진 분들이 모이는 곳입니다.",,,1,4759,쿠킹 포레스트 모임은 푸드·드링크에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,4,3
571,57:46.0,56:39.0,댄스 크루 KID,댄스 크루 KID는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,,,1,3066,문화·예술 관련 정보를 교환하고 함께 성장하는 댄스 크루 KID 모임입니다.,2,15
572,42:42.0,13:46.0,길 잃은 독서러들,"이 모임, 길 잃은 독서러들는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",,,1,2372,길 잃은 독서러들 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,6,6
573,08:32.0,37:26.0,뭉쳐야 본다,뭉쳐야 본다는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,,,1,9193,뭉쳐야 본다 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,2,3
574,26:22.0,51:56.0,반딧불,반딧불는 여행·동행 관련 다양한 활동을 함께하는 모임입니다.,,,1,550,반딧불 모임은 여행·동행에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,5,2
575,19:28.0,16:52.0,마이 꾸띠르,마이 꾸띠르는 문화·예술 관련 다양한 활동을 함께하는 모임입니다.,,,1,2827,문화·예술을(를) 좋아하는 사람들과 함께하는 마이 꾸띠르 모임입니다.,2,5
576,33:24.0,02:58.0,그림 pann,그림 pann는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,,,1,4799,문화·예술을(를) 좋아하는 사람들과 함께하는 그림 pann 모임입니다.,2,2
577,24:31.0,53:58.0,책과 영화,"이 모임, 책과 영화는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",,,1,3315,책과 영화 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,2,1
578,34:44.0,40:51.0,우다다,우다다는 여행·동행 관련 다양한 활동을 함께하는 모임입니다.,,,1,5628,우다다 모임에서는 여행·동행에 관한 다양한 주제로 활동을 합니다.,5,12
579,54:28.0,31:54.0,공감,성장·자기개발을(를) 좋아하는 사람들이 모인 공감에 오신 것을 환영합니다.,,,1,5228,공감 모임은 성장·자기개발에 대한 열정을 가진 사람들이 모이는 곳입니다.,6,3
580,33:23.0,03:50.0,ThinkGround,"이 모임, ThinkGround는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",,,1,5985,성장·자기개발 관련 정보를 교환하고 함께 성장하는 ThinkGround 모임입니다.,6,11
581,47:58.0,07:43.0,컬쳐라이프 시즌3,컬쳐라이프 시즌3는 문화·예술 관련 다양한 활동을 함께하는 모임입니다.,,,1,4390,컬쳐라이프 시즌3 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,2,4
582,21:15.0,51:05.0,T.R crew,T.R crew는 연애·소개팅 관련 다양한 활동을 함께하는 모임입니다.,,,1,3495,T.R crew 모임은 연애·소개팅에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,8,5
583,50:41.0,11:15.0,다독다독,"이 모임, 다독다독는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",,,1,10017,다독다독 모임은 성장·자기개발에 대한 열정을 가진 사람들이 모이는 곳입니다.,6,3
584,47:43.0,43:07.0,트래쉬박스,트래쉬박스는 문화·예술 관련 다양한 활동을 함께하는 모임입니다.,,,1,9954,문화·예술을(를) 좋아하는 사람들과 함께하는 트래쉬박스 모임입니다.,2,4
585,09:29.0,00:10.0,ZAMZAM,"이 모임, ZAMZAM는 취미에 흥미를 가진 분들이 모이는 곳입니다.",,,1,4217,ZAMZAM 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,1,4
586,58:24.0,54:37.0,사진공방,여행·동행을(를) 좋아하는 사람들이 모인 사진공방에 오신 것을 환영합니다.,,,1,7767,사진공방 모임은 여행·동행에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,5,3
587,51:09.0,36:02.0,심플한 독서모임,성장·자기개발을(를) 좋아하는 사람들이 모인 심플한 독서모임에 오신 것을 환영합니다.,,,1,4708,심플한 독서모임 모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,6,9
588,12:17.0,25:42.0,이웃사촌,"이 모임, 이웃사촌는 동네·또래에 흥미를 가진 분들이 모이는 곳입니다.",,,1,5764,이웃사촌 모임에서는 동네·또래에 관한 다양한 주제로 활동을 합니다.,7,11
589,56:57.0,40:51.0,즐산행,동네·또래을(를) 좋아하는 사람들이 모인 즐산행에 오신 것을 환영합니다.,,,1,1139,동네·또래을(를) 좋아하는 사람들과 함께하는 즐산행 모임입니다.,7,12
590,03:16.0,31:45.0,LMO,스터디을(를) 좋아하는 사람들이 모인 LMO에 오신 것을 환영합니다.,,,1,7007,스터디을(를) 좋아하는 사람들과 함께하는 LMO 모임입니다.,11,8
591,03:27.0,35:29.0,삼십칠도씨,삼십칠도씨는 연애·소개팅에 관심이 많은 분들을 위한 모임입니다.,,,1,396,삼십칠도씨 모임은 연애·소개팅에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,8,3
592,48:09.0,34:59.0,어바웃타임,문화·예술을(를) 좋아하는 사람들이 모인 어바웃타임에 오신 것을 환영합니다.,,,1,4917,어바웃타임 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,2,3
593,42:20.0,26:06.0,탁돌이와 탁순이,탁돌이와 탁순이는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,,,1,8280,탁돌이와 탁순이 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,3,11
594,01:47.0,44:30.0,Thinking space-k,성장·자기개발을(를) 좋아하는 사람들이 모인 Thinking space-k에 오신 것을 환영합니다.,,,1,9506,Thinking space-k 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,6,13
595,30:54.0,45:36.0,힐링을 나누다,힐링을 나누다는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,,,1,4485,힐링을 나누다 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,5,3
596,27:59.0,26:14.0,북라벨,북라벨는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,,,1,6025,성장·자기개발 관련 정보를 교환하고 함께 성장하는 북라벨 모임입니다.,6,4
597,09:10.0,22:59.0,DADA,DADA는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,,,1,2212,DADA 모임은 문화·예술에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,2,15
598,55:36.0,18:17.0,ViewFinder,"이 모임, ViewFinder는 여행·동행에 흥미를 가진 분들이 모이는 곳입니다.",,,1,7004,ViewFinder 모임은 여행·동행에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,5,13
599,53:12.0,04:31.0,심호흡 :),심호흡 :)는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,,,1,1123,심호흡 :) 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,2,15
600,14:20.0,53:08.0,배드민턴 홀릭 배.홀,배드민턴 홀릭 배.홀는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,,,1,3763,운동·액티비티 관련 정보를 교환하고 함께 성장하는 배드민턴 홀릭 배.홀 모임입니다.,3,13
601,25:42.0,51:11.0,책시,책시는 성장·자기개발에 관심이 많은 분들을 위한 모임입니다.,,,1,7654,책시 모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,6,6
602,36:42.0,35:29.0,TaRa-타라,"이 모임, TaRa-타라는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",,,1,1241,운동·액티비티 관련 정보를 교환하고 함께 성장하는 TaRa-타라 모임입니다.,3,12
603,24:50.0,20:57.0,마음을 잇다,마음을 잇다는 스터디을(를) 함께 즐기고 배우는 모임입니다.,,,1,1623,스터디 관련 정보를 교환하고 함께 성장하는 마음을 잇다 모임입니다.,11,4
604,05:06.0,13:47.0,책多봄,책多봄는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,,,1,9575,책多봄 모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,6,11
605,07:53.0,35:22.0,drawing day,문화·예술을(를) 좋아하는 사람들이 모인 drawing day에 오신 것을 환영합니다.,,,1,2462,문화·예술을(를) 좋아하는 사람들과 함께하는 drawing day 모임입니다.,2,6
606,55:07.0,17:29.0,비앙에트르,동네·또래을(를) 좋아하는 사람들이 모인 비앙에트르에 오신 것을 환영합니다.,,,1,7376,비앙에트르 모임에서는 동네·또래에 관한 다양한 주제로 활동을 합니다.,7,8
607,57:24.0,42:16.0,NeoN,NeoN는 문화·예술 관련 다양한 활동을 함께하는 모임입니다.,,,1,7206,NeoN 모임은 문화·예술에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,2,10
608,46:57.0,33:28.0,오독오독,오독오독는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,,,1,7559,성장·자기개발을(를) 좋아하는 사람들과 함께하는 오독오독 모임입니다.,6,3
609,28:07.0,46:14.0,캠핑로그,여행·동행을(를) 좋아하는 사람들이 모인 캠핑로그에 오신 것을 환영합니다.,,,1,996,캠핑로그 모임은 여행·동행에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,5,8
610,37:33.0,50:10.0,Let's be Vegan,Let's be Vegan는 푸드·드링크에 관심이 많은 분들을 위한 모임입니다.,,,1,6228,Let's be Vegan 모임은 푸드·드링크에 대한 열정을 가진 사람들이 모이는 곳입니다.,4,10
611,37:53.0,48:50.0,인문학카페,인문학카페는 성장·자기개발에 관심이 많은 분들을 위한 모임입니다.,,,1,5988,인문학카페 모임은 성장·자기개발에 대한 열정을 가진 사람들이 모이는 곳입니다.,6,6
612,01:25.0,09:03.0,지음,지음는 성장·자기개발에 관심이 많은 분들을 위한 모임입니다.,,,1,6037,지음 모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,6,7
613,39:27.0,12:31.0,이야기가 있는 핸드메이드,이야기가 있는 핸드메이드는 취미에 관심이 많은 분들을 위한 모임입니다.,,,1,6505,이야기가 있는 핸드메이드 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,1,15
614,21:44.0,33:06.0,BIG PICTURE,취미을(를) 좋아하는 사람들이 모인 BIG PICTURE에 오신 것을 환영합니다.,,,1,9235,BIG PICTURE 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,1,3
615,27:30.0,53:33.0,JR 러닝크루,운동·액티비티을(를) 좋아하는 사람들이 모인 JR 러닝크루에 오신 것을 환영합니다.,,,1,3668,JR 러닝크루 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,3,11
616,01:55.0,01:23.0,팀 저스트,운동·액티비티을(를) 좋아하는 사람들이 모인 팀 저스트에 오신 것을 환영합니다.,,,1,648,운동·액티비티을(를) 좋아하는 사람들과 함께하는 팀 저스트 모임입니다.,3,8
617,11:33.0,28:09.0,공간 나.라,"이 모임, 공간 나.라는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",,,1,6476,공간 나.라 모임은 문화·예술에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,2,5
618,27:07.0,48:01.0,1919,1919는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,,,1,4802,성장·자기개발을(를) 좋아하는 사람들과 함께하는 1919 모임입니다.,6,5
619,44:26.0,19:05.0,직장인 작가 시점,직장인 작가 시점는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,,,1,9836,문화·예술을(를) 좋아하는 사람들과 함께하는 직장인 작가 시점 모임입니다.,2,12
620,42:27.0,13:16.0,욜로독,욜로독는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,,,1,9335,욜로독 모임에서는 여행·동행에 관한 다양한 주제로 활동을 합니다.,5,9
621,49:03.0,16:16.0,송도동 독서맛집,"이 모임, 송도동 독서맛집는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",,,1,3029,송도동 독서맛집 모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,6,15
622,12:39.0,55:09.0,쉼표하나,"이 모임, 쉼표하나는 취미에 흥미를 가진 분들이 모이는 곳입니다.",,,1,8220,쉼표하나 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,1,10
623,33:49.0,03:33.0,GoodShot,"이 모임, GoodShot는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",,,1,1937,운동·액티비티 관련 정보를 교환하고 함께 성장하는 GoodShot 모임입니다.,3,8
624,17:09.0,27:56.0,책과 만나는 시간,책과 만나는 시간는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,,,1,8314,성장·자기개발 관련 정보를 교환하고 함께 성장하는 책과 만나는 시간 모임입니다.,6,5
625,21:33.0,56:27.0,늘 솔길 봉사단,여행·동행을(를) 좋아하는 사람들이 모인 늘 솔길 봉사단에 오신 것을 환영합니다.,,,1,9258,여행·동행을(를) 좋아하는 사람들과 함께하는 늘 솔길 봉사단 모임입니다.,5,8
626,25:00.0,37:57.0,역사가 있는 전시,역사가 있는 전시는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,,,1,1465,문화·예술을(를) 좋아하는 사람들과 함께하는 역사가 있는 전시 모임입니다.,2,8
627,17:52.0,44:38.0,남산 걷기 크루,남산 걷기 크루는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,,,1,9325,남산 걷기 크루 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,3,9
628,03:44.0,26:55.0,시간낭비,시간낭비는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,,,1,1260,시간낭비 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,5,12
629,41:55.0,06:12.0,아이 러브 우쿨렐레,"이 모임, 아이 러브 우쿨렐레는 취미에 흥미를 가진 분들이 모이는 곳입니다.",,,1,6185,취미 관련 정보를 교환하고 함께 성장하는 아이 러브 우쿨렐레 모임입니다.,1,7
630,57:12.0,12:02.0,그림에 취하다 취.화.선,"이 모임, 그림에 취하다 취.화.선는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",,,1,534,문화·예술 관련 정보를 교환하고 함께 성장하는 그림에 취하다 취.화.선 모임입니다.,2,15
631,45:02.0,23:27.0,책 속으로의 여행,책 속으로의 여행는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,,,1,2569,성장·자기개발 관련 정보를 교환하고 함께 성장하는 책 속으로의 여행 모임입니다.,6,10
632,18:10.0,34:30.0,책의 숲,"이 모임, 책의 숲는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",,,1,6093,성장·자기개발을(를) 좋아하는 사람들과 함께하는 책의 숲 모임입니다.,6,2
633,29:37.0,34:25.0,누림NOORIM,누림NOORIM는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,,,1,2158,누림NOORIM 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,3,2
634,00:00.0,45:32.0,우쿨렐레 초보잉,우쿨렐레 초보잉는 취미을(를) 함께 즐기고 배우는 모임입니다.,,,1,3880,우쿨렐레 초보잉 모임은 취미에 대한 열정을 가진 사람들이 모이는 곳입니다.,1,2
635,54:41.0,38:37.0,스긁스긁,스긁스긁는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,,,1,7300,스긁스긁 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,2,10
636,46:34.0,29:19.0,아트 노마드,취미을(를) 좋아하는 사람들이 모인 아트 노마드에 오신 것을 환영합니다.,,,1,7138,아트 노마드 모임은 취미에 대한 열정을 가진 사람들이 모이는 곳입니다.,1,7
637,46:28.0,06:53.0,Toptube,"이 모임, Toptube는 동네·또래에 흥미를 가진 분들이 모이는 곳입니다.",,,1,3204,Toptube 모임은 동네·또래에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,7,9
638,54:22.0,10:29.0,CATUS,CATUS는 스터디에 관심이 많은 분들을 위한 모임입니다.,,,1,5137,CATUS 모임은 스터디에 대한 열정을 가진 사람들이 모이는 곳입니다.,11,13
639,43:46.0,24:01.0,사계절,성장·자기개발을(를) 좋아하는 사람들이 모인 사계절에 오신 것을 환영합니다.,,,1,3380,성장·자기개발을(를) 좋아하는 사람들과 함께하는 사계절 모임입니다.,6,7
640,44:13.0,05:30.0,그림한장 커피한잔,그림한장 커피한잔는 푸드·드링크을(를) 함께 즐기고 배우는 모임입니다.,,,1,9176,그림한장 커피한잔 모임에서는 푸드·드링크에 관한 다양한 주제로 활동을 합니다.,4,4
641,32:09.0,49:09.0,8090 떠나자,"이 모임, 8090 떠나자는 여행·동행에 흥미를 가진 분들이 모이는 곳입니다.",,,1,2437,여행·동행 관련 정보를 교환하고 함께 성장하는 8090 떠나자 모임입니다.,5,3
642,05:02.0,53:39.0,글길,글길는 스터디에 관심이 많은 분들을 위한 모임입니다.,,,1,5712,글길 모임은 스터디에 대한 열정을 가진 사람들이 모이는 곳입니다.,11,5
643,54:58.0,01:03.0,슥삭슥삭,"이 모임, 슥삭슥삭는 취미에 흥미를 가진 분들이 모이는 곳입니다.",,,1,3950,취미을(를) 좋아하는 사람들과 함께하는 슥삭슥삭 모임입니다.,1,10
644,25:35.0,15:55.0,NORANG,취미을(를) 좋아하는 사람들이 모인 NORANG에 오신 것을 환영합니다.,,,1,9021,취미 관련 정보를 교환하고 함께 성장하는 NORANG 모임입니다.,1,5
645,44:48.0,41:38.0,청독모,"이 모임, 청독모는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",,,1,1461,청독모 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,6,8
646,28:16.0,05:51.0,소금쟁이,소금쟁이는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,,,1,7494,소금쟁이 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,3,15
647,42:01.0,47:13.0,모두의 보드게임,취미을(를) 좋아하는 사람들이 모인 모두의 보드게임에 오신 것을 환영합니다.,,,1,5490,모두의 보드게임 모임은 취미에 대한 열정을 가진 사람들이 모이는 곳입니다.,1,6
648,03:29.0,15:33.0,우리동네 음악대장,"이 모임, 우리동네 음악대장는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",,,1,4900,우리동네 음악대장 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,2,11
649,30:59.0,24:57.0,독-소모임,성장·자기개발을(를) 좋아하는 사람들이 모인 독-소모임에 오신 것을 환영합니다.,,,1,9664,독-소모임 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,6,1
650,34:48.0,46:53.0,문화 플레이 리스트,문화·예술을(를) 좋아하는 사람들이 모인 문화 플레이 리스트에 오신 것을 환영합니다.,,,1,8049,문화 플레이 리스트 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,2,1
651,32:36.0,11:51.0,테초애,테초애는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,,,1,9161,테초애 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,3,2
652,14:56.0,19:57.0,인천왈왈,여행·동행을(를) 좋아하는 사람들이 모인 인천왈왈에 오신 것을 환영합니다.,,,1,1090,인천왈왈 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,5,14
653,50:20.0,47:39.0,기타마루,기타마루는 취미을(를) 함께 즐기고 배우는 모임입니다.,,,1,8992,취미을(를) 좋아하는 사람들과 함께하는 기타마루 모임입니다.,1,2
654,07:29.0,04:37.0,안다미로,안다미로는 푸드·드링크에 관심이 많은 분들을 위한 모임입니다.,,,1,5013,안다미로 모임에서는 푸드·드링크에 관한 다양한 주제로 활동을 합니다.,4,1
655,46:14.0,57:16.0,스윗 드로잉,스윗 드로잉는 취미에 관심이 많은 분들을 위한 모임입니다.,,,1,6501,스윗 드로잉 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,1,13
656,04:39.0,28:17.0,콕스 COCKS,콕스 COCKS는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,,,1,8926,콕스 COCKS 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,3,11
657,35:17.0,29:18.0,몸배다,몸배다는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,,,1,9819,몸배다 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,3,6
658,55:00.0,51:42.0,위대한 유산,위대한 유산는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,,,1,7214,위대한 유산 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,6,4
659,18:16.0,32:58.0,지우개봉사단,"이 모임, 지우개봉사단는 여행·동행에 흥미를 가진 분들이 모이는 곳입니다.",,,1,8300,여행·동행 관련 정보를 교환하고 함께 성장하는 지우개봉사단 모임입니다.,5,6
660,01:04.0,43:49.0,따뜻하고 감성 가득한,"이 모임, 따뜻하고 감성 가득한는 취미에 흥미를 가진 분들이 모이는 곳입니다.",,,1,2373,취미을(를) 좋아하는 사람들과 함께하는 따뜻하고 감성 가득한 모임입니다.,1,5
661,23:47.0,07:46.0,삶은그림,삶은그림는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,,,1,7270,문화·예술 관련 정보를 교환하고 함께 성장하는 삶은그림 모임입니다.,2,12
662,09:37.0,01:30.0,글림,스터디을(를) 좋아하는 사람들이 모인 글림에 오신 것을 환영합니다.,,,1,6414,글림 모임에서는 스터디에 관한 다양한 주제로 활동을 합니다.,11,2
663,11:51.0,23:24.0,산타 산악회,"이 모임, 산타 산악회는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",,,1,1951,산타 산악회 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,3,12
664,42:33.0,41:38.0,마션,"이 모임, 마션는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",,,1,115,마션 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,6,13
665,58:04.0,25:12.0,일봉대,일봉대는 여행·동행에 관심이 많은 분들을 위한 모임입니다.,,,1,4787,일봉대 모임은 여행·동행에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,5,11
666,39:19.0,01:28.0,소소하게 친해지자 소소친,소소하게 친해지자 소소친는 연애·소개팅에 관심이 많은 분들을 위한 모임입니다.,,,1,5946,소소하게 친해지자 소소친 모임은 연애·소개팅에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,8,1
667,48:22.0,21:09.0,모둠 악기,모둠 악기는 문화·예술 관련 다양한 활동을 함께하는 모임입니다.,,,1,5502,모둠 악기 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,2,9
668,55:22.0,44:00.0,SBBC,"이 모임, SBBC는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",,,1,2994,운동·액티비티 관련 정보를 교환하고 함께 성장하는 SBBC 모임입니다.,3,15
669,12:32.0,52:36.0,똥손을 벚꽃_캘리,취미을(를) 좋아하는 사람들이 모인 똥손을 벚꽃_캘리에 오신 것을 환영합니다.,,,1,8465,취미을(를) 좋아하는 사람들과 함께하는 똥손을 벚꽃_캘리 모임입니다.,1,7
670,09:58.0,53:57.0,화랑살롱,"이 모임, 화랑살롱는 동네·또래에 흥미를 가진 분들이 모이는 곳입니다.",,,1,9316,화랑살롱 모임은 동네·또래에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,7,9
671,09:23.0,25:19.0,도서관깨기,"이 모임, 도서관깨기는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",,,1,4769,성장·자기개발을(를) 좋아하는 사람들과 함께하는 도서관깨기 모임입니다.,6,1
672,40:31.0,01:27.0,MUSE,MUSE는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,,,1,6803,문화·예술 관련 정보를 교환하고 함께 성장하는 MUSE 모임입니다.,2,11
673,26:25.0,40:12.0,일영래,일영래는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,,,1,4486,일영래 모임은 문화·예술에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,2,14
674,49:47.0,53:41.0,꿈꾸는테이블,꿈꾸는테이블는 스터디 관련 다양한 활동을 함께하는 모임입니다.,,,1,4716,꿈꾸는테이블 모임에서는 스터디에 관한 다양한 주제로 활동을 합니다.,11,1
675,03:09.0,55:18.0,잇츠턴 It's ton,잇츠턴 It's ton는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,,,1,3361,잇츠턴 It's ton 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,3,7
676,41:01.0,38:24.0,글과 글씨,글과 글씨는 스터디 관련 다양한 활동을 함께하는 모임입니다.,,,1,3483,글과 글씨 모임은 스터디에 대한 열정을 가진 사람들이 모이는 곳입니다.,11,8
677,14:45.0,55:33.0,마론윈드 오케스트라,문화·예술을(를) 좋아하는 사람들이 모인 마론윈드 오케스트라에 오신 것을 환영합니다.,,,1,8089,마론윈드 오케스트라 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,2,1
